baseplate name,Supplier name,post width,baseplate width,baseplate depth,thickness,material grade,number of anchors,anchor spacing,Uplift yield point,Uplift ultimate point,Down aisle rotation
Storepro New HD ,Storepro Solutions Ltd,100,150,185,6,Q235,2,110,"[3.6, 6.5]","[70, 22]","[0, 0.1]"
