,Supplier,Name,Post size,Anchor holes,Anchor spacing,Yield deflection,Yield uplift,Ultimate deflection,Ultimate uplift
0,Storepro Solutions Ltd,New_Heavy_Duty,100,2,110,3.6,6.7,100,28
