Section name,Supplier name,Major width,Minor width,Thickness,Material grade,Tearout,Skyciv name,Section Properties
storepro_SL_brace_C36_24_1.8,Storepro Solutions Ltd,36,24,1.8,Q345B,20,storepro_SL_brace_C36_24_1.8,"{'hole sections': {'holes present?': False, 'A,net': 159.4017, 'Ix,net': 36119.6, 'Iy,net': 12647.6, 'Zx,net': 1240.025, 'Zy,net': 1240.025, 'x0,net': 20.2557, 'y0,net': 0, 'J,net': 168.66, 'Iw,net': 3549430.0, 'hole length': 3549430.0, 'hole spacing': 3549430.0}, 'fod': {'fod_c': 494, 'fod_x': 1240.025, 'fod_y': 1240.025}, 'fy': 345, 'fu': 470, 'E': 200000.0, 'G': 80000.0, 'Af': 159.4017, 'Ix': 36119.6, 'Iy': 12647.6, 'Zx': 1240.025, 'Zy': 1240.025, 'x0': 20.2557, 'y0': 0, 'J': 168.66, 'Iw': 3549430.0, 'beta': -52.7622, 'symmetry axes': 'x', 'is cylinder?': False, 'Ae': 494, 'Zex': 1240.025, 'Zey': 1240.025, 'is subject to distortional buckling?': True}"
