Section name,Supplier name,Major width,Minor width,Thickness,Material grade,Beam connection type,Beam connection pitch,Skyciv name,Section Properties
storepro_SL_post_100_67_2,Storepro Solutions Ltd,100,67,2,Q345,coffin,76,storepro_SL_post_100_67_2_full,"{'hole sections': {'holes present?': True, 'is cylinder?': False, 'A,net': 493.8681, 'Ix,net': 261527.0, 'Iy,net': 673960.0, 'Zx,net': 963665160.0, 'Zy,net': 13214.9, 'x0,net': 0, 'y0,net': -62.7428, 'J,net': 639.623, 'Iw,net': 5435110000.0, 'hole length': 25, 'hole spacing': 75}, 'fod': {'fod_c': 304, 'fod_x': 472, 'fod_y': 504}, 'fy': 345, 'fu': 470, 'E': 200000.0, 'G': 80000.0, 'Af': 541.6281, 'Ix': 291297.0, 'Iy': 714700.0, 'Zx': 11729.8, 'Zy': 9263.1427, 'x0': 0, 'y0': -58.3515, 'J': 624065.0, 'Iw': 14013.7, 'beta': -123.3762, 'symmetry axes': 'y', 'Ae': 493.8681, 'Zex': 9636.6516, 'Zey': 13214.9, 'is subject to distortional buckling?': True}"
