baseplate name,Supplier name,Post width,Baseplate width,Baseplate depth,Thickness,Material grade,Number of anchors,Anchor spacing,Uplift yield point,Uplift ultimate point,Down aisle rotation
Storepro New HD ,Storepro Solutions Ltd,100,150,185,6,Q235,2,110,"[3.6, 6.5]","[70, 22]","[0, 0.1]"
