Section name,Depth,Minor width,Thickness,Material grade,Connection type,Connection size,Connection pitch,Skyciv name,Section Properties,Supplier name
storepro_SL_beam_110_50_1.5,110,50,1.5,G300,coffin,4 hook,76,storepro_SL_beam_110_50_1.5,"{'hole sections': {'holes present?': False, 'A,net': 0, 'Ix,net': 0, 'Iy,net': 0, 'Zx,net': 0, 'Zy,net': 0, 'x0,net': 0, 'y0,net': 0, 'J,net': 0, 'Iw,net': 0, 'hole length': 0, 'hole spacing': 0}, 'fod': {'fod_c': 0, 'fod_x': 0, 'fod_y': 0}, 'fy': 300, 'fu': 370, 'E': 200000.0, 'G': 80000.0, 'Af': 586.6596, 'Ix': 1065270.0, 'Iy': 231579.0, 'Zx': 19368.6, 'Zy': 9263.1427, 'x0': 0, 'y0': 0, 'J': 624065.0, 'Iw': 18458300000.0, 'beta': 0, 'symmetry axes': 'double', 'Ae': 586.6596, 'Zex': 19368.6, 'Zey': 9263.1427, 'is subject to distortional buckling?': False, 'is cylinder?': False}",Storepro Solutions Ltd
